Stud_ID,MCQ1,MCQ2,MCQ3,MCQ4,MCQ5,MCQ6,MCQ7,MCQ8,MCQ9,MCQ10,MCQ11,MCQ12,MCQ13,MCQ14,MCQ15,MCQ16,score,finalGrade (7+1)
20211092,D,E,A,E,D,A,E,E,C,D,A,B,D,C,C,D,10,6
20211096,D,B,C,A,D,A,D,E,C,A,A,B,D,E,C,D,10,6
20211098,D,C,A,D,D,A,A,D,C,A,A,B,D,C,A,C,10,5.5
20211100,D,B,C,C,B,C,D,E,A,C,A,A,D,C,C,D,6,4
20211104,D,B,B,D,D,A,C,E,C,D,A,B,D,C,A,C,11,5.5
20211107,D,A,C,E,D,A,E,E,C,C,A,B,D,E,A,D,10,5.5
20211108,D,B,B,C,D,D,D,E,C,B,A,B,D,C,C,D,9,5
20211109,D,C,A,E,E,A,C,A,C,D,A,B,D,C,A,C,8,4.5
20211110,D,C,A,B,E,A,C,D,C,A,A,C,B,B,C,E,7,4.5
20211117,D,B,A,E,E,A,E,E,C,C,A,B,E,B,C,E,9,5.5
20220430,D,D,A,B,D,E,E,E,C,A,A,B,D,C,C,E,12,7
20220505,D,B,A,E,E,A,E,E,C,A,A,B,D,C,C,D,11,6.5
20220512,D,B,A,E,E,A,C,E,C,A,A,B,D,B,B,E,10,6
20220522,D,E,A,E,E,A,D,E,C,B,A,B,D,E,A,D,8,4.5
20220527,D,B,A,B,E,A,E,E,C,A,A,B,D,B,C,D,11,6.5
20220528,D,E,C,B,E,A,A,E,C,C,A,A,E,C,C,E,8,5
20221249,D,C,E,E,E,A,D,E,C,D,A,B,D,C,A,D,9,4.5
20170378,D,E,A,E,E,A,D,E,C,B,B,B,D,C,C,C,7,4.5
20180019,D,B,E,E,A,E,E,E,C,B,B,B,A,C,B,E,8,4.5
20180265,A,C,B,B,B,A,C,D,D,C,B,B,A,B,C,B,3,2
20190173,D,E,E,D,E,E,D,E,C,C,B,A,C,C,E,D,4,2.5
20190205,D,B,E,E,A,E,E,E,C,B,B,B,E,C,B,D,7,4
20190631,D,B,C,B,D,E,D,E,C,C,B,B,E,B,A,E,9,5
20200013,B,E,C,B,A,D,E,B,C,D,B,A,B,B,C,A,3,2.5
20200053,C,B,A,D,E,A,E,E,B,C,B,B,D,B,C,D,6,4
20200062,C,D,D,B,C,A,D,E,D,A,B,B,E,E,B,C,6,3
20200167,D,E,D,E,D,A,E,E,C,B,B,B,D,E,C,E,10,5
20200253,D,D,D,B,C,C,D,D,C,B,B,A,D,C,B,D,6,3
20200275,D,B,A,E,E,A,E,D,C,C,B,B,D,B,A,C,8,4.5
20200341,D,D,B,A,E,C,E,D,C,C,B,C,E,B,A,D,4,2
20200455,A,B,C,B,E,A,A,E,D,B,B,B,D,C,A,D,8,4.5
20200529,D,E,A,E,E,D,A,E,C,B,B,C,D,C,C,A,5,3.5
20200627,D,E,B,E,B,B,C,E,C,C,B,B,D,E,C,E,6,3.5
20200650,D,B,A,E,E,A,E,E,C,C,B,B,D,E,A,C,9,5
20200668,C,D,C,B,C,A,D,E,C,B,B,A,E,B,C,D,4,3
20200760,D,B,C,B,E,A,D,E,D,D,B,B,E,A,C,E,7,4.5
20200806,D,C,D,A,D,C,B,A,D,A,B,A,D,A,C,D,5,2.5
20200916,D,E,A,C,D,A,A,D,C,B,B,B,E,B,C,E,6,4
20201160,A,E,D,C,E,C,D,E,C,B,B,B,D,E,C,D,5,2.5
20210005,D,E,C,B,D,A,A,E,C,C,B,B,D,B,C,E,9,5.5
20210008,E,E,C,B,D,A,C,A,C,B,B,B,E,B,C,D,5,3.5
20210010,D,B,E,E,E,A,C,E,C,B,B,B,E,B,C,E,7,4
20210011,D,A,A,E,E,A,D,E,C,B,B,B,D,E,C,D,6,4
20210016,D,C,E,A,D,C,E,D,C,C,B,B,D,C,B,D,7,4
20210019,D,B,A,E,D,A,D,E,C,A,B,B,D,B,B,D,9,5.5
20210020,D,B,A,D,D,A,D,B,C,B,B,B,D,B,C,D,7,4.5
20210026,A,C,A,A,E,A,E,E,C,B,B,B,D,A,C,C,6,4
20210029,D,D,C,E,D,A,C,C,A,A,B,C,B,E,C,D,4,3
20210032,D,B,A,B,D,A,D,E,C,A,B,B,D,C,A,C,12,6.5
20210034,D,E,C,B,D,B,E,E,C,B,B,B,D,B,A,D,9,5
20210039,D,B,C,B,D,B,D,E,C,C,B,B,D,C,C,D,9,5.5
20210043,D,C,A,A,D,A,D,E,C,B,B,A,D,A,C,C,6,4
20210047,D,B,C,E,D,A,E,E,C,C,B,B,D,B,C,E,10,6
20210053,D,B,E,B,D,B,A,E,C,A,B,B,D,B,C,E,10,5.5
20210056,D,C,D,A,E,A,E,C,C,B,B,B,D,C,A,D,9,4
20210057,D,B,C,B,D,A,E,E,C,A,B,B,D,B,A,E,13,7
20210060,D,B,E,B,D,A,E,E,A,C,B,B,D,B,C,C,9,5
20210061,D,E,E,D,E,A,E,E,D,B,B,B,D,B,E,D,6,3.5
20210062,D,C,A,D,D,D,E,E,C,C,B,B,D,B,C,C,7,4.5
20210068,D,C,A,E,E,A,A,E,C,C,B,B,D,C,C,D,7,4.5
20210070,D,E,E,E,D,E,E,E,C,B,B,B,E,B,A,D,7,3.5
20210072,D,B,A,D,D,A,C,C,C,A,B,B,D,B,C,C,8,5
20210075,D,B,B,E,E,E,A,E,C,A,B,B,D,B,B,D,7,4
20210087,D,E,E,E,E,A,E,E,C,A,B,B,D,B,C,E,9,5
20210089,D,B,A,E,E,A,D,C,C,C,B,B,D,B,C,D,6,4
20210094,D,B,B,B,B,B,B,E,C,B,B,B,D,C,C,B,8,4.5
20210096,B,C,C,B,B,A,C,C,C,B,B,B,D,C,A,D,7,4
20210102,D,C,C,C,E,E,C,A,C,C,B,B,D,C,E,A,5,3.5
20210108,D,C,A,C,D,A,C,E,C,A,B,B,D,C,C,A,9,5.5
20210117,D,B,A,D,D,A,C,E,C,A,B,B,D,B,C,D,9,5.5
20210121,D,B,C,B,E,E,E,E,C,C,B,B,D,B,C,D,8,5
20210129,D,B,A,E,B,A,E,D,C,C,B,B,D,B,A,D,8,4.5
20210141,D,B,C,B,E,A,A,E,A,C,B,B,D,C,C,E,9,5.5
20210145,D,A,C,D,D,A,A,C,C,D,B,B,D,C,C,C,7,4.5
20210146,D,A,C,D,C,A,A,C,C,D,B,B,D,C,C,D,6,4
20210149,D,B,A,D,B,A,A,C,C,A,B,B,D,B,C,E,8,5
20210152,D,B,A,A,E,A,E,A,D,D,B,B,D,C,C,D,7,4.5
20210160,D,B,C,B,C,C,E,E,C,A,B,B,D,B,C,E,10,6
20210161,D,B,A,D,A,B,C,C,C,B,B,B,D,C,A,C,7,4
20210164,D,B,A,D,E,A,A,E,C,A,B,B,D,C,C,C,9,5.5
20210166,D,B,C,E,B,A,E,E,C,A,B,B,D,B,A,C,10,5.5
20210168,D,B,C,E,B,A,E,E,C,A,B,B,D,C,C,E,11,6.5
20210173,D,B,A,D,C,B,D,E,C,A,B,B,E,C,*,,7,4.5
20210177,D,A,E,C,E,B,E,A,A,B,B,B,E,B,A,D,4,2
20210181,D,A,D,B,D,E,D,D,C,A,B,B,D,C,C,D,9,4.5
20210183,A,C,C,D,D,E,E,E,C,D,B,B,D,B,C,A,6,4
20210185,D,B,C,B,D,A,C,E,C,B,B,B,D,E,C,D,9,5.5
20210188,D,B,A,E,E,E,E,D,C,B,B,B,D,C,A,D,8,4.5
20210190,D,B,E,E,A,B,E,E,A,B,B,B,B,C,A,A,7,3.5
20210193,D,C,A,A,D,A,C,D,C,C,B,B,E,B,C,A,5,3.5
20210199,D,B,C,E,B,A,E,A,C,B,B,B,D,C,C,D,8,5
20210200,D,E,C,B,C,A,D,E,C,C,B,B,D,C,C,E,9,5.5
20210201,D,D,D,B,D,A,C,E,A,A,B,B,D,B,C,C,9,4.5
20210202,D,D,A,D,D,A,D,D,C,C,B,B,D,C,C,D,7,4.5
20210206,D,B,B,D,D,B,C,E,C,A,B,B,D,C,A,A,10,5
20210207,D,B,A,D,D,A,D,E,C,D,B,B,E,C,C,D,8,5
20210211,D,B,C,A,D,A,E,E,C,A,B,B,D,C,C,D,11,6.5
20210212,D,B,C,E,D,B,D,D,C,A,B,B,D,B,A,D,8,4.5
20210213,D,E,C,C,D,A,A,E,C,A,B,B,E,E,C,D,7,4.5
20210214,D,D,C,E,D,B,E,E,C,B,B,B,D,C,A,E,10,5.5
20210215,D,B,A,E,D,A,D,E,C,A,B,B,D,C,C,D,10,6
20210216,D,D,A,E,D,D,C,E,C,B,B,B,D,C,C,D,7,4.5
20210217,D,C,A,E,E,A,D,E,D,A,B,A,E,E,C,C,4,3
20210225,D,E,A,B,D,A,E,E,C,A,B,B,D,B,A,C,11,6
20210226,D,C,A,C,D,D,E,E,C,C,B,A,D,B,C,E,7,4.5
20210232,D,D,B,D,E,E,D,E,C,C,B,B,D,B,C,D,5,3
20210235,D,E,A,D,D,A,D,C,C,B,B,B,D,B,A,A,7,4
20210238,D,D,B,D,E,E,D,E,C,D,B,B,D,B,A,D,6,3
20210245,D,C,C,E,B,A,E,E,C,B,B,A,D,C,C,C,7,4.5
20210248,D,B,C,A,E,A,A,E,C,C,B,B,D,B,A,D,8,4.5
20210250,D,B,A,B,E,C,C,E,C,C,B,B,D,C,C,C,8,5
20210253,D,E,C,E,D,A,E,C,D,B,B,B,E,E,A,D,6,3.5
20210264,D,B,C,B,E,A,D,E,C,C,B,B,D,B,A,E,10,5.5
20210267,D,B,A,C,E,C,A,E,C,C,B,B,D,C,C,D,7,4.5
20210268,D,B,C,B,D,A,E,E,C,A,B,B,D,C,A,E,14,7.5
20210273,A,B,D,B,D,A,E,E,C,B,B,B,D,B,C,E,11,5.5
20210276,D,D,B,D,E,E,D,E,C,D,B,B,D,B,A,D,6,3
20210277,D,B,E,E,D,E,E,E,C,D,B,B,D,B,C,D,8,4.5
20210284,D,B,D,A,D,C,C,E,C,C,B,B,E,C,A,D,9,4
20210289,B,B,A,E,D,A,A,E,C,C,B,A,E,C,A,E,8,4.5
20210290,D,D,C,B,D,B,C,E,C,C,B,C,D,C,C,E,8,5
20210291,D,C,D,B,D,A,C,E,C,D,B,B,E,D,C,D,8,4
20210292,D,B,B,A,C,C,A,E,C,C,B,B,D,C,C,D,7,4
20210293,D,B,A,B,D,A,E,E,C,A,B,B,D,C,B,A,12,7
20210294,D,E,A,B,E,E,E,A,C,C,B,B,D,E,C,D,6,4
20210295,D,B,C,B,E,A,E,D,C,B,B,B,D,C,C,C,9,5.5
20210306,D,E,C,D,E,A,E,E,C,B,B,B,D,C,C,D,8,5
20210311,D,E,C,C,A,A,E,E,C,A,B,B,D,C,C,E,10,6
20210320,D,E,E,E,D,A,C,C,D,B,B,B,D,C,C,D,6,3.5
20210322,D,B,A,B,D,A,E,E,C,A,B,B,D,C,A,E,14,7.5
20210324,D,C,D,A,D,B,E,E,C,D,B,A,D,A,A,D,8,3.5
20210328,D,B,C,C,E,E,E,E,C,D,B,B,D,B,A,E,9,5
20210332,D,D,B,D,E,E,D,E,C,C,B,B,D,B,C,D,5,3
20210335,D,B,C,B,D,A,A,E,C,B,B,B,D,B,C,E,10,6
20210342,D,B,D,C,A,E,C,E,C,D,B,B,D,B,C,C,7,3.5
20210347,D,C,D,D,B,A,D,D,C,A,B,B,D,D,C,C,7,3.5
20210354,B,E,E,D,E,D,A,E,C,C,B,B,E,B,C,E,4,2.5
20210355,D,B,C,B,D,A,E,E,C,A,B,B,D,B,A,E,13,7
20210360,D,C,C,B,D,E,C,E,C,A,B,B,E,B,C,E,8,5
20210367,D,C,B,B,D,C,B,E,C,D,B,B,D,C,C,D,8,4.5
20210369,D,C,B,B,E,C,A,E,C,D,B,B,D,C,C,E,8,4.5
20210391,D,B,C,B,D,C,D,E,C,C,B,B,D,E,B,E,9,5.5
20210393,D,B,C,E,E,E,E,E,C,B,B,A,D,C,C,D,7,4.5
20210395,A,B,C,E,D,A,D,E,C,A,B,B,D,E,C,D,8,5
20210402,D,B,C,E,E,C,D,E,C,B,B,B,D,C,C,A,7,4.5
20210403,D,B,B,C,D,A,D,D,D,D,B,B,E,B,A,D,6,3
20210404,D,C,C,A,C,B,C,D,C,B,B,B,E,C,C,A,4,3
20210407,D,A,D,B,E,A,E,E,C,D,B,B,D,B,A,E,11,5
20210415,D,B,D,C,E,B,D,C,C,D,B,B,D,C,C,D,7,3.5
20210417,D,E,E,B,C,A,D,C,C,C,B,B,D,C,C,E,8,4.5
20210420,D,C,C,B,D,A,A,E,C,C,B,B,D,E,E,D,8,5
20210424,D,B,A,D,D,A,D,E,C,B,B,B,D,B,C,D,8,5
20210425,D,C,D,B,D,E,A,D,C,C,B,B,D,B,C,D,7,3.5
20210426,D,C,A,B,D,A,E,E,D,B,B,B,E,C,C,D,8,5
20210431,D,B,D,A,E,A,C,E,C,B,B,B,E,C,C,A,8,4
20210432,D,B,A,B,D,C,E,E,C,C,B,B,A,B,C,D,8,5
20210433,D,C,E,B,B,D,B,E,C,C,B,B,D,B,C,C,6,3.5
20210435,D,B,A,B,C,E,A,D,C,C,B,B,D,C,C,D,7,4.5
20210443,D,B,A,D,D,A,A,A,C,C,B,B,D,B,A,C,8,4.5
20210450,D,B,A,B,E,A,E,E,C,B,B,B,D,C,C,D,10,6
20210453,D,B,E,B,D,B,D,A,C,C,B,B,D,D,A,D,8,4
20210454,D,C,A,A,E,A,E,A,C,A,B,B,D,B,A,D,8,4.5
20210459,D,B,E,B,D,A,A,E,C,C,B,B,D,B,C,D,9,5
20210461,D,B,A,B,E,D,E,C,C,B,B,B,D,E,A,E,9,5
20210466,D,B,A,E,B,A,C,C,C,B,B,B,D,C,A,D,8,4.5
20210467,D,B,A,B,E,D,E,E,C,B,B,B,D,C,C,D,9,5.5
20210469,D,C,A,B,B,D,C,E,C,C,B,B,D,B,C,C,6,4
20210470,D,B,E,B,D,A,B,E,C,D,B,A,D,B,C,D,8,4.5
20210471,D,A,C,B,D,C,D,D,C,C,B,A,E,B,A,D,5,3
20210474,D,B,A,B,E,D,E,E,C,B,B,B,D,C,C,D,9,5.5
20210476,D,B,A,E,D,A,D,E,C,D,B,B,D,B,C,E,9,5.5
20210477,D,B,E,B,B,A,C,A,C,C,B,B,D,D,A,B,8,4
20210482,D,C,E,D,D,B,E,E,C,A,B,B,D,B,A,D,9,4.5
20210484,D,E,A,A,C,E,C,A,A,D,B,B,D,C,C,D,4,3
20210485,D,B,E,E,D,A,E,A,C,A,B,B,D,C,C,E,11,6
20210493,D,E,C,B,E,A,D,C,C,A,B,B,D,B,C,A,7,4.5
20210507,D,B,C,B,B,A,E,E,C,A,B,B,D,C,A,C,12,6.5
20210513,C,B,A,B,D,B,C,E,C,D,B,B,C,C,E,C,7,4.5
20210517,D,B,A,B,A,E,B,A,C,A,B,B,D,C,C,D,8,5
20210519,D,D,C,D,E,B,D,C,A,A,B,B,E,B,A,D,4,2.5
20210525,D,B,A,A,B,B,D,D,C,B,B,B,D,B,C,D,5,3.5
20210528,D,C,D,B,B,A,E,A,D,D,B,B,D,C,C,D,8,4
20210529,D,B,C,D,E,D,E,E,C,A,B,B,D,B,C,C,8,5
20210530,D,B,C,B,D,A,E,E,C,A,B,B,D,B,C,E,12,7
20210533,D,B,B,B,D,A,E,E,C,D,B,B,D,C,C,E,12,6.5
20210534,D,C,E,E,A,A,B,E,A,C,B,C,D,C,A,D,6,3
20210535,D,B,A,C,E,C,A,E,C,A,B,B,D,B,B,D,7,4.5
20210536,D,B,C,E,C,A,A,E,C,B,B,A,D,E,C,D,6,4
20210540,D,C,A,C,D,D,D,E,C,B,B,B,D,C,A,D,8,4.5
20210541,D,B,E,A,D,B,C,A,C,A,B,B,D,B,C,A,7,4
20210543,D,B,C,B,D,A,E,E,C,D,B,B,D,C,C,E,12,7
20210544,D,B,D,E,D,A,E,E,A,A,B,B,D,B,A,D,11,5
20210549,D,B,E,B,D,A,C,E,A,B,B,B,D,C,C,B,9,5
20210552,D,E,C,B,D,E,B,E,C,A,B,B,B,B,A,D,8,4.5
20210554,D,B,E,D,D,E,E,E,C,B,B,B,D,B,A,A,9,4.5
20210555,D,B,A,A,D,C,D,E,C,D,B,B,D,B,B,E,8,5
20210562,D,B,D,A,D,E,A,E,D,D,B,B,D,B,C,A,7,3.5
20210567,D,B,B,C,D,A,C,E,C,A,B,B,D,C,A,A,11,5.5
20210586,D,D,D,E,D,B,A,E,C,A,B,B,D,C,C,D,9,4.5
20210587,D,B,A,B,D,E,E,E,C,D,B,B,D,D,C,D,9,5.5
20210592,D,B,B,A,E,B,A,A,C,D,B,B,D,B,C,D,5,3
20210605,D,C,C,C,D,E,E,E,A,D,B,B,D,E,C,A,6,4
20210701,D,D,E,B,D,A,C,E,A,B,B,B,D,B,C,B,7,4
20210702,D,C,E,E,D,E,E,E,D,A,B,B,D,B,C,D,7,4
20210706,D,D,E,B,D,A,B,C,C,B,B,B,B,A,D,D,6,3.5
20210708,D,A,C,B,D,A,E,E,C,C,B,B,D,C,A,C,11,6
20210723,D,D,A,B,D,A,C,E,C,B,B,B,D,E,C,C,8,5
20210730,D,B,A,A,A,A,D,C,C,C,B,B,D,D,C,E,7,4.5
20210735,D,A,E,B,C,D,D,E,C,C,B,B,E,B,A,D,6,3
20210736,D,C,D,B,E,E,C,E,D,B,B,B,D,B,B,E,7,3.5
20210755,D,B,A,B,E,C,E,A,C,C,B,B,D,C,A,A,9,5
20210777,D,D,E,B,D,A,C,E,C,D,B,B,D,B,C,B,8,4.5
20210785,B,A,D,B,D,A,A,C,C,D,B,B,D,C,C,D,8,4
20210786,D,D,C,B,B,E,A,D,C,B,B,A,D,E,C,A,4,3
20210816,D,B,C,A,D,C,A,E,C,B,B,B,C,C,B,E,8,5
20210831,D,D,E,B,D,A,C,E,A,B,B,B,D,C,C,B,8,4.5
20210836,D,D,A,B,C,C,D,E,C,D,B,A,D,A,B,D,5,3.5
20210859,D,B,C,B,E,E,D,D,C,B,B,C,D,B,A,C,6,3.5
20210870,A,B,A,B,D,A,A,C,C,A,B,B,D,B,B,D,8,5
20210875,D,B,A,A,D,A,D,A,A,D,B,B,E,C,C,D,6,4
20211012,D,D,C,D,D,B,C,C,C,D,B,B,C,C,C,E,6,4
20211014,A,E,E,D,D,D,C,C,C,A,B,B,D,C,C,D,6,3.5
20211016,D,B,E,D,D,A,A,E,C,A,B,A,D,C,C,D,9,5
20211020,D,B,B,E,E,A,B,A,D,A,B,B,A,E,A,A,6,3
20211024,D,B,D,B,D,E,C,E,C,D,B,B,D,C,C,D,10,5
20211025,D,B,C,D,E,E,E,A,C,A,B,B,D,E,A,E,9,5
20211033,D,B,E,B,E,A,E,A,C,B,B,B,D,C,C,D,9,5
20211034,D,B,C,D,B,E,A,E,C,C,B,B,D,B,C,D,6,4
20211042,D,B,C,A,D,A,E,A,C,A,B,B,D,C,A,C,11,6
20211043,D,C,C,B,B,A,D,E,C,A,B,B,D,C,C,C,9,5.5
20211052,D,A,D,E,D,C,D,E,C,C,B,B,D,C,C,A,8,4
20211053,D,B,A,B,D,D,D,E,C,B,B,B,D,C,A,D,10,5.5
20211056,D,E,B,C,B,A,D,A,C,D,B,B,C,C,C,C,5,3
20211060,,B,A,E,C,A,D,C,C,A,B,B,D,C,C,D,7,4.5
20211061,D,B,C,B,D,E,D,C,C,A,B,B,D,B,A,D,9,5
20211071,D,B,C,A,D,A,E,E,C,A,B,B,D,C,C,D,11,6.5
20211073,B,B,A,B,B,A,C,E,C,B,B,B,D,B,C,D,7,4.5
20211074,D,B,C,E,E,A,E,E,C,B,B,B,D,C,C,D,9,5.5
20211087,D,C,A,B,E,A,A,E,C,D,B,B,D,E,A,D,8,4.5
20211093,D,B,C,E,D,A,C,D,C,A,B,B,D,C,A,C,10,5.5
20211111,D,B,A,B,E,B,D,E,C,A,B,B,D,B,E,D,8,5
20211118,D,B,C,D,D,D,E,C,C,C,B,B,D,B,A,D,8,4.5
20220428,D,A,C,E,C,E,E,A,C,B,B,B,D,C,C,E,7,4.5
20220432,D,C,D,E,C,C,E,E,C,B,B,B,D,B,A,D,8,3.5
20220504,D,E,C,E,D,A,D,C,C,B,B,B,D,C,A,E,9,5
20220518,D,C,D,B,D,A,D,C,C,C,B,B,D,C,E,E,10,5
20220529,D,C,C,B,E,A,E,E,D,A,B,B,D,B,C,E,9,5.5
20170089,D,E,E,B,A,D,E,E,C,D,C,C,C,C,C,E,7,4
20190569,B,D,B,E,D,D,C,E,C,B,C,B,D,B,A,D,6,3
20200269,A,E,B,E,E,E,C,E,D,A,C,C,C,B,A,E,4,2
20210051,D,D,E,C,D,A,E,A,D,B,C,A,E,B,C,D,4,2.5
20210093,D,B,A,B,D,A,C,D,C,B,C,B,D,B,C,C,8,5
20210281,D,E,C,E,D,C,A,A,B,B,C,B,E,C,C,D,4,3
20210285,D,C,A,B,D,A,D,A,C,D,C,B,D,B,E,E,8,5
20210409,D,B,B,E,E,A,D,C,C,C,C,A,C,C,B,D,5,3
20210547,D,E,A,D,D,C,E,D,C,A,C,B,D,C,C,D,8,5
20210563,D,B,E,B,D,A,D,E,C,D,C,B,D,C,C,E,11,6
20210729,D,C,A,C,D,B,A,A,D,A,C,B,E,B,C,D,4,3
20211005,D,B,C,C,D,A,E,C,C,D,C,B,A,B,B,D,7,4.5
20211068,D,E,E,C,E,A,A,E,C,D,C,C,E,E,C,D,4,2.5
20211088,D,E,B,C,B,D,D,A,C,D,C,B,D,C,C,C,5,3
20221251,D,B,E,E,D,E,E,E,C,C,C,A,C,C,C,A,7,4
20170289,B,B,C,B,D,A,D,A,C,A,D,B,E,E,A,D,8,4.5
20190136,C,B,C,B,D,C,D,C,C,C,D,A,D,D,B,D,5,3.5
20200217,D,B,E,E,D,A,A,D,A,D,D,B,E,B,A,E,7,3.5
20200644,D,E,C,B,E,C,D,E,D,B,D,B,C,A,B,E,5,3.5
20210123,D,B,A,E,D,A,D,A,C,C,D,B,D,B,C,D,7,4.5
20210154,D,B,A,B,D,A,E,D,C,D,D,B,D,B,C,D,9,5.5
20210259,D,C,B,B,D,C,E,E,C,D,D,B,D,B,C,D,8,4.5
20210479,D,B,C,E,D,A,D,E,C,C,D,B,D,B,C,E,9,5.5
20211027,D,B,C,D,E,A,D,D,D,B,D,B,C,E,C,D,4,3
20211047,D,B,A,D,E,D,E,E,C,D,D,B,D,C,B,D,8,5
20170455,A,B,C,D,E,E,C,E,B,C,,B,D,B,C,C,4,3
